player,team,runs,balls,4s,6s,out,match_id,strike_rate,average,boundary_pct
D du Preez,Royal Challengers Bangalore,10,13,0,0,1,1,76.92307692307693,10.0,0.0
DA Miller,Gujarat Titans,950,681,70,44,24,38,139.5007342143906,39.583333333333336,0.5726315789473684
DA Miller,Kings XI Punjab,1850,1375,126,87,55,77,134.54545454545453,33.63636363636363,0.5545945945945946
DA Miller,Rajasthan Royals,124,115,11,3,5,8,107.82608695652173,24.8,0.5
DA Warner,Delhi Capitals,1116,837,138,35,30,34,133.33333333333331,37.2,0.6827956989247311
DA Warner,Delhi Daredevils,1435,1107,146,58,51,55,129.62962962962962,28.137254901960784,0.6494773519163763
DA Warner,Sunrisers Hyderabad,4016,2905,379,143,83,95,138.24440619621342,48.3855421686747,0.5911354581673307
DAJ Bracewell,Delhi Daredevils,12,9,1,0,0,1,133.33333333333331,12.0,0.3333333333333333
DB Das,Kolkata Knight Riders,304,267,23,16,12,22,113.85767790262172,25.333333333333332,0.618421052631579
DB Ravi Teja,Deccan Chargers,361,307,35,9,19,23,117.58957654723127,19.0,0.5373961218836565
DB Ravi Teja,Sunrisers Hyderabad,14,18,0,0,1,2,77.77777777777779,14.0,0.0
DE Bollinger,Chennai Super Kings,21,23,1,1,1,4,91.30434782608695,21.0,0.47619047619047616
DG Nalkande,Gujarat Titans,12,12,0,1,2,2,100.0,6.0,0.5
DH Yagnik,Rajasthan Royals,170,142,23,2,9,17,119.71830985915493,18.88888888888889,0.611764705882353
DJ Bravo,Chennai Super Kings,1004,758,72,48,40,73,132.4538258575198,25.1,0.5737051792828686
DJ Bravo,Gujarat Lions,99,88,11,1,8,12,112.5,12.375,0.5050505050505051
DJ Bravo,Mumbai Indians,457,401,37,17,21,25,113.9650872817955,21.761904761904763,0.5470459518599562
DJ Harris,Deccan Chargers,111,103,11,5,3,4,107.76699029126213,37.0,0.6666666666666666
DJ Hooda,Chennai Super Kings,3,5,0,0,1,1,60.0,3.0,0.0
DJ Hooda,Kings XI Punjab,102,74,5,5,1,5,137.83783783783784,102.0,0.49019607843137253
DJ Hooda,Lucknow Super Giants,680,540,55,23,33,35,125.92592592592592,20.606060606060606,0.5264705882352941
DJ Hooda,Punjab Kings,160,125,9,9,9,11,128.0,17.77777777777778,0.5625
DJ Hooda,Rajasthan Royals,151,99,6,11,9,9,152.52525252525254,16.77777777777778,0.5960264900662252
DJ Hooda,Sunrisers Hyderabad,373,332,21,13,25,36,112.34939759036145,14.92,0.4343163538873995
DJ Hussey,Chennai Super Kings,116,96,8,6,2,4,120.83333333333333,58.0,0.5862068965517241
DJ Hussey,Kings XI Punjab,695,588,51,26,29,34,118.19727891156462,23.96551724137931,0.5179856115107914
DJ Hussey,Kolkata Knight Riders,511,417,31,28,18,23,122.54196642685851,28.38888888888889,0.5714285714285714
DJ Jacobs,Mumbai Indians,92,101,10,4,7,7,91.0891089108911,13.142857142857142,0.6956521739130435
DJ Malan,Punjab Kings,26,26,1,1,1,1,100.0,26.0,0.38461538461538464
DJ Mitchell,Chennai Super Kings,318,228,27,10,11,13,139.4736842105263,28.90909090909091,0.5283018867924528
DJ Mitchell,Rajasthan Royals,33,46,1,0,2,2,71.73913043478261,16.5,0.12121212121212122
DJ Muthuswami,Delhi Daredevils,1,3,0,0,1,1,33.33333333333333,1.0,0.0
DJ Thornely,Mumbai Indians,39,54,2,2,3,4,72.22222222222221,13.0,0.5128205128205128
DJ Willey,Royal Challengers Bangalore,53,64,7,0,3,5,82.8125,17.666666666666668,0.5283018867924528
DJG Sammy,Royal Challengers Bangalore,13,18,0,0,2,2,72.22222222222221,6.5,0.0
DJG Sammy,Sunrisers Hyderabad,282,233,15,18,13,18,121.03004291845494,21.692307692307693,0.5957446808510638
DJM Short,Rajasthan Royals,115,102,11,5,7,7,112.74509803921569,16.428571428571427,0.6434782608695652
DL Chahar,Chennai Super Kings,66,55,2,4,6,11,120.0,11.0,0.48484848484848486
DL Chahar,Mumbai Indians,28,15,2,2,0,1,186.66666666666666,28.0,0.7142857142857143
DL Chahar,Rising Pune Supergiant,14,6,0,2,1,1,233.33333333333334,14.0,0.8571428571428571
DL Vettori,Delhi Daredevils,67,60,7,0,3,6,111.66666666666667,22.333333333333332,0.417910447761194
DL Vettori,Royal Challengers Bangalore,54,58,4,2,4,10,93.10344827586206,13.5,0.5185185185185185
DM Bravo,Kolkata Knight Riders,6,5,1,0,0,1,120.0,6.0,0.6666666666666666
DNT Zoysa,Deccan Chargers,11,9,1,0,1,2,122.22222222222223,11.0,0.36363636363636365
DP Conway,Chennai Super Kings,924,669,100,30,20,22,138.11659192825113,46.2,0.6277056277056277
DP Nannes,Delhi Daredevils,4,13,0,0,1,2,30.76923076923077,4.0,0.0
DP Vijaykumar,Deccan Chargers,1,1,0,0,0,1,100.0,1.0,0.0
DPMD Jayawardene,Delhi Daredevils,666,628,78,9,24,30,106.05095541401275,27.75,0.5495495495495496
DPMD Jayawardene,Kings XI Punjab,843,622,87,26,28,35,135.5305466237942,30.107142857142858,0.597864768683274
DPMD Jayawardene,Kochi Tuskers Kerala,299,272,35,5,12,13,109.9264705882353,24.916666666666668,0.568561872909699
DR Martyn,Rajasthan Royals,19,26,1,0,2,1,73.07692307692307,9.5,0.21052631578947367
DR Sams,Delhi Capitals,0,2,0,0,1,1,0.0,0.0,0.0
DR Sams,Mumbai Indians,38,40,1,3,8,10,95.0,4.75,0.5789473684210527
DR Sams,Royal Challengers Bangalore,6,6,0,0,1,2,100.0,6.0,0.0
DR Shorey,Chennai Super Kings,13,20,0,1,2,2,65.0,6.5,0.46153846153846156
DR Smith,Chennai Super Kings,965,766,102,50,31,32,125.97911227154046,31.129032258064516,0.7336787564766839
DR Smith,Deccan Chargers,237,159,13,16,10,11,149.0566037735849,23.7,0.6244725738396625
DR Smith,Gujarat Lions,563,384,67,24,21,23,146.61458333333331,26.80952380952381,0.7317939609236235
DR Smith,Mumbai Indians,620,494,63,27,19,22,125.50607287449394,32.63157894736842,0.667741935483871
DS Kulkarni,Gujarat Lions,28,18,3,0,3,6,155.55555555555557,9.333333333333334,0.42857142857142855
DS Kulkarni,Mumbai Indians,26,46,2,0,3,7,56.52173913043478,8.666666666666666,0.3076923076923077
DS Kulkarni,Rajasthan Royals,50,49,2,2,3,7,102.04081632653062,16.666666666666668,0.4
DS Lehmann,Rajasthan Royals,18,19,3,0,2,2,94.73684210526315,9.0,0.6666666666666666
DT Christian,Deccan Chargers,335,283,17,13,15,20,118.37455830388693,22.333333333333332,0.43582089552238806
DT Christian,Delhi Daredevils,26,33,0,1,1,3,78.78787878787878,26.0,0.23076923076923078
DT Christian,Rising Pune Supergiant,79,52,5,5,6,9,151.9230769230769,13.166666666666666,0.6329113924050633
DT Christian,Royal Challengers Bangalore,20,40,1,0,6,9,50.0,3.3333333333333335,0.2
DT Patil,Royal Challengers Bangalore,13,13,1,0,1,2,100.0,13.0,0.3076923076923077
DW Steyn,Deccan Chargers,55,58,3,1,8,10,94.82758620689656,6.875,0.32727272727272727
DW Steyn,Gujarat Lions,1,2,0,0,1,1,50.0,1.0,0.0
DW Steyn,Royal Challengers Bangalore,16,27,2,0,7,8,59.25925925925925,2.2857142857142856,0.5
DW Steyn,Sunrisers Hyderabad,95,76,9,2,6,14,125.0,15.833333333333334,0.5052631578947369
Dhruv Jurel,Rajasthan Royals,417,274,34,22,14,23,152.18978102189783,29.785714285714285,0.6426858513189448
E Lewis,Lucknow Super Giants,73,60,8,3,3,5,121.66666666666666,24.333333333333332,0.684931506849315
E Lewis,Mumbai Indians,430,343,36,26,16,16,125.36443148688046,26.875,0.6976744186046512
E Lewis,Rajasthan Royals,151,96,18,7,5,5,157.29166666666669,30.2,0.7549668874172185
EJG Morgan,Kings XI Punjab,65,62,6,2,4,4,104.83870967741935,16.25,0.5538461538461539
EJG Morgan,Kolkata Knight Riders,996,829,85,46,41,51,120.14475271411338,24.29268292682927,0.6184738955823293
EJG Morgan,Royal Challengers Bangalore,35,31,2,1,3,4,112.90322580645163,11.666666666666666,0.4
EJG Morgan,Sunrisers Hyderabad,310,259,19,15,13,15,119.6911196911197,23.846153846153847,0.535483870967742
ER Dwivedi,Gujarat Lions,24,15,2,2,2,2,160.0,12.0,0.8333333333333334
F Behardien,Kings XI Punjab,14,13,2,0,2,3,107.6923076923077,7.0,0.5714285714285714
F du Plessis,Chennai Super Kings,2721,2123,248,87,74,86,128.16768723504475,36.770270270270274,0.5564130834252113
F du Plessis,Rising Pune Supergiant,8,7,1,0,1,1,114.28571428571428,8.0,0.5
F du Plessis,Rising Pune Supergiants,206,169,17,9,6,6,121.89349112426035,34.333333333333336,0.5922330097087378
F du Plessis,Royal Challengers Bangalore,1198,860,109,49,29,30,139.30232558139534,41.310344827586206,0.6093489148580968
F du Plessis,Royal Challengers Bengaluru,438,276,47,21,15,15,158.69565217391303,29.2,0.7168949771689498
FA Allen,Mumbai Indians,8,7,1,0,1,1,114.28571428571428,8.0,0.5
FA Allen,Punjab Kings,6,12,0,0,1,2,50.0,6.0,0.0
FH Edwards,Deccan Chargers,4,5,0,0,1,2,80.0,4.0,0.0
FY Fazal,Rajasthan Royals,183,179,22,1,9,11,102.23463687150837,20.333333333333332,0.5136612021857924
Fazalhaq Farooqi,Sunrisers Hyderabad,3,13,0,0,0,2,23.076923076923077,3.0,0.0
G Coetzee,Mumbai Indians,14,22,0,1,4,5,63.63636363636363,3.5,0.42857142857142855
G Gambhir,Delhi Daredevils,1182,991,140,13,41,44,119.27346115035317,28.829268292682926,0.5397631133671743
G Gambhir,Kolkata Knight Riders,3035,2533,352,46,94,107,119.81839715752072,32.287234042553195,0.5548599670510709
GB Hogg,Kolkata Knight Riders,7,6,0,0,0,2,116.66666666666667,7.0,0.0
GB Hogg,Rajasthan Royals,15,16,1,0,2,2,93.75,7.5,0.26666666666666666
GC Smith,Pune Warriors,42,54,6,0,4,4,77.77777777777779,10.5,0.5714285714285714
GC Smith,Rajasthan Royals,697,637,88,9,26,25,109.41915227629512,26.807692307692307,0.5824964131994261
GC Viljoen,Kings XI Punjab,3,7,0,0,2,3,42.857142857142854,1.5,0.0
GD McGrath,Delhi Daredevils,4,5,1,0,1,2,80.0,4.0,1.0
GD Phillips,Rajasthan Royals,26,33,1,2,2,3,78.78787878787878,13.0,0.6153846153846154
GD Phillips,Sunrisers Hyderabad,39,22,2,4,5,5,177.27272727272728,7.8,0.8205128205128205
GH Vihari,Delhi Capitals,4,8,0,0,2,2,50.0,2.0,0.0
GH Vihari,Sunrisers Hyderabad,280,323,23,1,18,21,86.687306501548,15.555555555555555,0.35
GHS Garton,Royal Challengers Bangalore,2,4,0,0,1,2,50.0,2.0,0.0
GJ Bailey,Chennai Super Kings,63,67,9,0,5,3,94.02985074626866,12.6,0.5714285714285714
GJ Bailey,Kings XI Punjab,516,386,41,17,20,28,133.67875647668396,25.8,0.5155038759689923
GJ Bailey,Rising Pune Supergiants,84,99,9,2,4,5,84.84848484848484,21.0,0.5714285714285714
GJ Maxwell,Delhi Daredevils,175,133,14,9,13,14,131.57894736842107,13.461538461538462,0.6285714285714286
GJ Maxwell,Kings XI Punjab,1295,854,104,78,54,61,151.63934426229508,23.98148148148148,0.6826254826254826
GJ Maxwell,Mumbai Indians,36,27,1,4,2,3,133.33333333333331,18.0,0.7777777777777778
GJ Maxwell,Royal Challengers Bangalore,1214,782,108,67,33,41,155.24296675191815,36.78787878787879,0.6869851729818781
GJ Maxwell,Royal Challengers Bengaluru,52,46,6,2,9,9,113.04347826086956,5.777777777777778,0.6923076923076923
GR Napier,Mumbai Indians,15,16,1,0,1,1,93.75,15.0,0.26666666666666666
Gulbadin Naib,Delhi Capitals,19,15,1,1,1,1,126.66666666666666,19.0,0.5263157894736842
Gurkeerat Singh,Kings XI Punjab,342,280,36,9,23,24,122.14285714285715,14.869565217391305,0.5789473684210527
Gurkeerat Singh,Royal Challengers Bangalore,169,156,19,2,4,8,108.33333333333333,42.25,0.5207100591715976
H Das,Deccan Chargers,2,5,0,0,1,1,40.0,2.0,0.0
H Klaasen,Rajasthan Royals,57,48,5,1,3,4,118.75,19.0,0.45614035087719296
H Klaasen,Royal Challengers Bangalore,9,10,0,0,2,2,90.0,4.5,0.0
H Klaasen,Sunrisers Hyderabad,961,569,56,64,22,27,168.8927943760984,43.68181818181818,0.6326742976066597
HC Brook,Sunrisers Hyderabad,190,159,23,4,9,11,119.49685534591194,21.11111111111111,0.6105263157894737
HE van der Dussen,Rajasthan Royals,22,25,2,0,2,3,88.0,11.0,0.36363636363636365
HF Gurney,Kolkata Knight Riders,1,5,0,0,0,1,20.0,1.0,0.0
HH Gibbs,Deccan Chargers,805,746,75,29,30,33,107.90884718498658,26.833333333333332,0.5888198757763975
HH Gibbs,Mumbai Indians,81,91,8,2,2,3,89.01098901098901,40.5,0.5432098765432098
HH Pandya,Gujarat Titans,833,641,75,27,21,30,129.9531981279251,39.666666666666664,0.5546218487394958
HH Pandya,Mumbai Indians,1701,1173,114,110,68,98,145.01278772378515,25.014705882352942,0.656084656084656
HM Amla,Kings XI Punjab,577,418,60,21,13,16,138.03827751196172,44.38461538461539,0.634315424610052
HR Shokeen,Mumbai Indians,66,67,9,0,3,5,98.50746268656717,22.0,0.5454545454545454
HV Patel,Delhi Capitals,21,28,2,0,3,3,75.0,7.0,0.38095238095238093
HV Patel,Delhi Daredevils,60,33,1,6,0,2,181.8181818181818,60.0,0.6666666666666666
HV Patel,Punjab Kings,13,19,1,1,3,4,68.42105263157895,4.333333333333333,0.7692307692307693
HV Patel,Royal Challengers Bangalore,155,134,12,8,20,28,115.67164179104476,7.75,0.6193548387096774
Harbhajan Singh,Chennai Super Kings,30,41,3,1,3,4,73.17073170731707,10.0,0.6
Harbhajan Singh,Kolkata Knight Riders,4,4,0,0,0,2,100.0,4.0,0.0
Harbhajan Singh,Mumbai Indians,799,591,76,41,53,82,135.19458544839256,15.075471698113208,0.688360450563204
Harmeet Singh,Deccan Chargers,0,1,0,0,1,1,0.0,0.0,0.0
Harmeet Singh,Kings XI Punjab,18,11,3,0,1,3,163.63636363636365,18.0,0.6666666666666666
Harpreet Brar,Kings XI Punjab,20,14,2,1,0,1,142.85714285714286,20.0,0.7
Harpreet Brar,Punjab Kings,213,187,17,8,12,23,113.90374331550801,17.75,0.5446009389671361
Harpreet Singh,Pune Warriors,20,26,0,0,2,3,76.92307692307693,10.0,0.0
Harpreet Singh,Punjab Kings,103,93,10,3,4,5,110.75268817204301,25.75,0.5631067961165048
Harshit Rana,Kolkata Knight Riders,7,9,1,0,3,4,77.77777777777779,2.3333333333333335,0.5714285714285714
I Malhotra,Deccan Chargers,7,4,1,0,0,1,175.0,7.0,0.5714285714285714
I Sharma,Deccan Chargers,4,5,0,0,0,4,80.0,4.0,0.0
I Sharma,Delhi Capitals,12,12,1,1,0,4,100.0,12.0,0.8333333333333334
I Sharma,Kings XI Punjab,8,13,1,0,2,3,61.53846153846154,4.0,0.5
I Sharma,Kolkata Knight Riders,33,41,2,1,5,10,80.48780487804879,6.6,0.42424242424242425
I Udana,Royal Challengers Bangalore,15,11,1,1,3,4,136.36363636363635,5.0,0.6666666666666666
IC Pandey,Pune Warriors,0,2,0,0,1,1,0.0,0.0,0.0
IK Pathan,Delhi Daredevils,479,438,36,16,22,37,109.36073059360731,21.772727272727273,0.5010438413361169
IK Pathan,Gujarat Lions,2,3,0,0,1,1,66.66666666666666,2.0,0.0
IK Pathan,Kings XI Punjab,603,472,47,22,24,35,127.7542372881356,25.125,0.5306799336650083
IK Pathan,Rising Pune Supergiants,11,14,0,0,2,3,78.57142857142857,5.5,0.0
IK Pathan,Sunrisers Hyderabad,55,58,5,0,4,6,94.82758620689656,13.75,0.36363636363636365
IR Jaggi,Deccan Chargers,43,60,3,0,4,5,71.66666666666667,10.75,0.27906976744186046
IR Jaggi,Kolkata Knight Riders,33,40,3,0,1,2,82.5,33.0,0.36363636363636365
IS Sodhi,Rajasthan Royals,7,18,0,0,2,2,38.88888888888889,3.5,0.0
Imran Tahir,Chennai Super Kings,15,12,2,0,0,2,125.0,15.0,0.5333333333333333
Imran Tahir,Delhi Daredevils,18,23,3,0,4,5,78.26086956521739,4.5,0.6666666666666666
Imran Tahir,Rising Pune Supergiant,0,2,0,0,0,1,0.0,0.0,0.0
Iqbal Abdulla,Kolkata Knight Riders,26,32,1,0,0,8,81.25,26.0,0.15384615384615385
Iqbal Abdulla,Royal Challengers Bangalore,62,54,8,1,1,5,114.81481481481481,62.0,0.6129032258064516
Ishan Kishan,Gujarat Lions,319,255,34,13,14,15,125.09803921568627,22.785714285714285,0.670846394984326
Ishan Kishan,Mumbai Indians,2325,1736,221,106,77,84,133.92857142857142,30.194805194805195,0.6537634408602151
Ishan Kishan,Sunrisers Hyderabad,106,52,11,6,0,1,203.84615384615384,106.0,0.7547169811320755
J Arunkumar,Royal Challengers Bangalore,23,24,5,0,3,3,95.83333333333334,7.666666666666667,0.8695652173913043
J Botha,Delhi Daredevils,43,52,5,1,6,6,82.6923076923077,7.166666666666667,0.6046511627906976
J Botha,Kolkata Knight Riders,31,15,5,1,3,3,206.66666666666669,10.333333333333334,0.8387096774193549
J Botha,Rajasthan Royals,335,297,29,3,13,19,112.7946127946128,25.76923076923077,0.4
J Fraser-McGurk,Delhi Capitals,330,150,32,28,8,9,220.00000000000003,41.25,0.896969696969697
J Suchith,Delhi Capitals,6,15,0,0,1,1,40.0,6.0,0.0
J Suchith,Mumbai Indians,48,33,4,2,1,5,145.45454545454547,48.0,0.5833333333333334
J Suchith,Sunrisers Hyderabad,16,14,2,1,2,3,114.28571428571428,8.0,0.875
J Syed Mohammad,Royal Challengers Bangalore,29,27,4,0,2,5,107.40740740740742,14.5,0.5517241379310345
J Theron,Deccan Chargers,7,6,1,0,0,1,116.66666666666667,7.0,0.5714285714285714
J Theron,Kings XI Punjab,2,6,0,0,2,2,33.33333333333333,1.0,0.0
J Theron,Rajasthan Royals,1,1,0,0,0,1,100.0,1.0,0.0
J Yadav,Delhi Daredevils,6,12,0,0,0,2,50.0,6.0,0.0
J Yadav,Mumbai Indians,34,26,2,1,2,2,130.76923076923077,17.0,0.4117647058823529
JA Morkel,Chennai Super Kings,828,592,51,48,35,58,139.86486486486487,23.65714285714286,0.5942028985507246
JA Morkel,Delhi Daredevils,86,70,9,2,1,3,122.85714285714286,86.0,0.5581395348837209
JA Morkel,Rising Pune Supergiants,16,9,0,2,1,1,177.77777777777777,16.0,0.75
JA Morkel,Royal Challengers Bangalore,45,41,1,3,3,5,109.75609756097562,15.0,0.4888888888888889
JA Richardson,Delhi Capitals,2,2,0,0,1,1,100.0,2.0,0.0
JA Richardson,Punjab Kings,15,25,2,0,2,2,60.0,7.5,0.5333333333333333
JC Archer,Mumbai Indians,4,4,0,0,0,2,100.0,4.0,0.0
JC Archer,Rajasthan Royals,196,129,11,14,13,22,151.93798449612405,15.076923076923077,0.6530612244897959
JC Buttler,Mumbai Indians,528,375,50,26,20,24,140.79999999999998,26.4,0.6742424242424242
JC Buttler,Rajasthan Royals,3055,2144,306,135,76,82,142.49067164179107,40.19736842105263,0.6657937806873977
JD Ryder,Pune Warriors,548,417,60,19,24,24,131.41486810551558,22.833333333333332,0.6459854014598541
JD Ryder,Royal Challengers Bangalore,56,49,9,0,5,5,114.28571428571428,11.2,0.6428571428571429
JD Unadkat,Delhi Daredevils,1,6,0,0,1,2,16.666666666666664,1.0,0.0
JD Unadkat,Lucknow Super Giants,9,7,1,0,1,1,128.57142857142858,9.0,0.4444444444444444
JD Unadkat,Mumbai Indians,59,37,4,3,1,5,159.45945945945945,59.0,0.576271186440678
JD Unadkat,Rajasthan Royals,100,86,9,3,9,11,116.27906976744187,11.11111111111111,0.54
JD Unadkat,Rising Pune Supergiant,2,5,0,0,0,1,40.0,2.0,0.0
JD Unadkat,Royal Challengers Bangalore,2,2,0,0,0,2,100.0,2.0,0.0
JD Unadkat,Sunrisers Hyderabad,24,27,2,1,2,5,88.88888888888889,12.0,0.5833333333333334
JDP Oram,Chennai Super Kings,106,107,6,5,7,10,99.06542056074767,15.142857142857142,0.5094339622641509
JDP Oram,Rajasthan Royals,0,3,0,0,1,1,0.0,0.0,0.0
JDS Neesham,Delhi Daredevils,42,46,3,1,3,3,91.30434782608695,14.0,0.42857142857142855
JDS Neesham,Kings XI Punjab,19,18,0,1,2,3,105.55555555555556,9.5,0.3157894736842105
JDS Neesham,Mumbai Indians,0,2,0,0,2,2,0.0,0.0,0.0
JDS Neesham,Rajasthan Royals,31,27,3,0,1,2,114.81481481481481,31.0,0.3870967741935484
JE Root,Rajasthan Royals,10,15,1,0,1,1,66.66666666666666,10.0,0.4
JE Taylor,Pune Warriors,3,4,0,0,0,2,75.0,3.0,0.0
JEC Franklin,Mumbai Indians,327,309,25,9,11,16,105.8252427184466,29.727272727272727,0.4709480122324159
JH Kallis,Kolkata Knight Riders,1295,1237,128,23,53,53,104.68876313662085,24.433962264150942,0.5019305019305019
JH Kallis,Royal Challengers Bangalore,1132,1054,127,21,36,42,107.40037950664136,31.444444444444443,0.5600706713780919
JJ Bumrah,Mumbai Indians,68,80,5,1,8,26,85.0,8.5,0.38235294117647056
JJ Roy,Delhi Daredevils,120,98,9,7,4,5,122.44897959183673,30.0,0.65
JJ Roy,Gujarat Lions,59,41,9,1,2,3,143.90243902439025,29.5,0.711864406779661
JJ Roy,Kolkata Knight Riders,285,196,36,12,8,8,145.40816326530611,35.625,0.7578947368421053
JJ Roy,Sunrisers Hyderabad,150,125,21,1,5,5,120.0,30.0,0.6
JJ van der Wath,Royal Challengers Bangalore,18,17,1,1,2,3,105.88235294117648,9.0,0.5555555555555556
JL Denly,Kolkata Knight Riders,0,1,0,0,1,1,0.0,0.0,0.0
JL Pattinson,Mumbai Indians,15,13,2,0,1,2,115.38461538461537,15.0,0.5333333333333333
JM Bairstow,Punjab Kings,551,377,67,23,21,22,146.15384615384613,26.238095238095237,0.7368421052631579
JM Bairstow,Sunrisers Hyderabad,1038,755,99,46,27,28,137.4834437086093,38.44444444444444,0.6473988439306358
JM Kemp,Chennai Super Kings,26,25,1,1,2,2,104.0,13.0,0.38461538461538464
JM Sharma,Punjab Kings,730,501,53,45,32,36,145.70858283433134,22.8125,0.6602739726027397
JO Holder,Kolkata Knight Riders,22,20,2,1,4,4,110.00000000000001,5.5,0.6363636363636364
JO Holder,Lucknow Super Giants,58,46,2,6,6,8,126.08695652173914,9.666666666666666,0.7586206896551724
JO Holder,Rajasthan Royals,12,12,0,1,2,3,100.0,6.0,0.5
JO Holder,Sunrisers Hyderabad,167,139,9,10,9,12,120.14388489208633,18.555555555555557,0.5748502994011976
JP Behrendorff,Mumbai Indians,6,9,0,0,0,2,66.66666666666666,6.0,0.0
JP Duminy,Deccan Chargers,449,371,22,19,13,19,121.02425876010781,34.53846153846154,0.44988864142538976
JP Duminy,Delhi Daredevils,1015,795,62,43,23,35,127.67295597484276,44.130434782608695,0.49852216748768474
JP Duminy,Mumbai Indians,565,514,42,17,13,21,109.92217898832686,43.46153846153846,0.4778761061946903
JP Faulkner,Gujarat Lions,131,120,11,0,8,11,109.16666666666666,16.375,0.33587786259541985
JP Faulkner,Kings XI Punjab,14,14,0,0,1,2,100.0,14.0,0.0
JP Faulkner,Rajasthan Royals,382,272,25,23,19,32,140.44117647058823,20.105263157894736,0.6230366492146597
JPR Scantlebury-Searles,Kolkata Knight Riders,8,6,0,1,1,2,133.33333333333331,8.0,0.75
JR Hazlewood,Royal Challengers Bangalore,19,29,1,0,0,6,65.51724137931035,19.0,0.21052631578947367
JR Hopes,Delhi Daredevils,196,162,22,3,6,8,120.98765432098766,32.666666666666664,0.5408163265306123
JR Hopes,Kings XI Punjab,221,152,27,8,11,11,145.39473684210526,20.09090909090909,0.7058823529411765
JR Philippe,Royal Challengers Bangalore,78,80,9,1,4,5,97.5,19.5,0.5384615384615384
Jaskaran Singh,Deccan Chargers,8,11,0,0,2,4,72.72727272727273,4.0,0.0
Joginder Sharma,Chennai Super Kings,36,30,1,2,4,5,120.0,9.0,0.4444444444444444
K Goel,Kings XI Punjab,218,239,17,9,14,16,91.21338912133892,15.571428571428571,0.5596330275229358
K Gowtham,Kings XI Punjab,42,27,3,2,1,2,155.55555555555557,42.0,0.5714285714285714
K Gowtham,Lucknow Super Giants,61,46,2,5,5,8,132.6086956521739,12.2,0.6229508196721312
K Gowtham,Rajasthan Royals,144,86,10,10,12,17,167.4418604651163,12.0,0.6944444444444444
K Kartikeya,Mumbai Indians,9,13,1,0,2,2,69.23076923076923,4.5,0.4444444444444444
K Rabada,Delhi Capitals,83,73,6,3,7,13,113.69863013698631,11.857142857142858,0.5060240963855421
K Rabada,Delhi Daredevils,55,68,5,1,3,3,80.88235294117648,18.333333333333332,0.4727272727272727
K Rabada,Punjab Kings,68,66,5,4,6,12,103.03030303030303,11.333333333333334,0.6470588235294118
K Upadhyay,Pune Warriors,12,9,0,1,0,2,133.33333333333331,12.0,0.5
K Yadav,Rajasthan Royals,0,4,0,0,0,1,0.0,0.0,0.0
