player,team,runs,balls,4s,6s,out,match_id,strike_rate,average,boundary_pct
VRV Singh,Kings XI Punjab,4,3,1,0,1,2,133.33333333333331,4.0,1.0
VS Malik,Kings XI Punjab,6,5,1,0,1,1,120.0,6.0,0.6666666666666666
VS Malik,Rajasthan Royals,1,2,0,0,0,1,50.0,1.0,0.0
VS Yeligati,Mumbai Indians,2,2,0,0,1,1,100.0,2.0,0.0
VVS Laxman,Deccan Chargers,238,229,30,3,14,17,103.93013100436681,17.0,0.5798319327731093
VVS Laxman,Kochi Tuskers Kerala,44,42,3,2,2,3,104.76190476190477,22.0,0.5454545454545454
VY Mahesh,Delhi Daredevils,15,28,0,0,2,5,53.57142857142857,7.5,0.0
Vijaykumar Vyshak,Royal Challengers Bangalore,13,10,0,1,1,2,130.0,13.0,0.46153846153846156
Vijaykumar Vyshak,Royal Challengers Bengaluru,1,3,0,0,1,2,33.33333333333333,1.0,0.0
Virat Singh,Sunrisers Hyderabad,15,26,1,0,3,2,57.692307692307686,5.0,0.26666666666666666
Vishnu Vinod,Mumbai Indians,37,32,2,2,3,3,115.625,12.333333333333334,0.5405405405405406
Vishnu Vinod,Royal Challengers Bangalore,19,26,1,1,3,3,73.07692307692307,6.333333333333333,0.5263157894736842
Vivrant Sharma,Sunrisers Hyderabad,69,49,9,2,1,1,140.81632653061226,69.0,0.6956521739130435
W Jaffer,Royal Challengers Bangalore,130,129,14,3,7,8,100.7751937984496,18.571428571428573,0.5692307692307692
WA Mota,Kings XI Punjab,56,76,2,0,5,8,73.68421052631578,11.2,0.14285714285714285
WD Parnell,Delhi Daredevils,2,2,0,0,1,1,100.0,2.0,0.0
WD Parnell,Pune Warriors,61,78,4,1,8,11,78.2051282051282,7.625,0.36065573770491804
WD Parnell,Royal Challengers Bangalore,2,6,0,0,1,1,33.33333333333333,2.0,0.0
WG Jacks,Mumbai Indians,11,7,2,0,1,1,157.14285714285714,11.0,0.7272727272727273
WG Jacks,Royal Challengers Bengaluru,230,133,16,18,6,8,172.93233082706766,38.333333333333336,0.7478260869565218
WP Saha,Chennai Super Kings,144,138,8,8,5,6,104.34782608695652,28.8,0.5555555555555556
WP Saha,Gujarat Titans,824,683,105,18,34,37,120.64421669106882,24.235294117647058,0.6407766990291263
WP Saha,Kings XI Punjab,1115,868,98,37,46,49,128.45622119815667,24.23913043478261,0.5506726457399103
WP Saha,Kolkata Knight Riders,298,213,24,12,12,23,139.90610328638496,24.833333333333332,0.5637583892617449
WP Saha,Sunrisers Hyderabad,553,466,61,12,24,28,118.66952789699572,23.041666666666668,0.5714285714285714
WPUJC Vaas,Deccan Chargers,81,73,2,3,7,11,110.95890410958904,11.571428571428571,0.32098765432098764
Washington Sundar,Rising Pune Supergiant,9,12,0,0,0,5,75.0,9.0,0.0
Washington Sundar,Royal Challengers Bangalore,208,190,17,6,16,20,109.47368421052633,13.0,0.5
Washington Sundar,Sunrisers Hyderabad,161,139,15,3,11,13,115.8273381294964,14.636363636363637,0.484472049689441
X Thalaivan Sargunam,Sunrisers Hyderabad,10,17,0,0,1,1,58.82352941176471,10.0,0.0
Y Gnaneswara Rao,Kochi Tuskers Kerala,19,18,3,0,1,1,105.55555555555556,19.0,0.631578947368421
Y Nagar,Delhi Daredevils,285,271,20,9,15,20,105.1660516605166,19.0,0.47017543859649125
Y Prithvi Raj,Kolkata Knight Riders,0,1,0,0,0,1,0.0,0.0,0.0
Y Venugopal Rao,Deccan Chargers,446,379,31,19,22,26,117.67810026385223,20.272727272727273,0.5336322869955157
Y Venugopal Rao,Delhi Daredevils,468,421,38,18,17,21,111.16389548693586,27.529411764705884,0.5555555555555556
Y Venugopal Rao,Sunrisers Hyderabad,71,65,8,0,3,5,109.23076923076923,23.666666666666668,0.4507042253521127
YA Abdulla,Kings XI Punjab,0,1,0,0,0,1,0.0,0.0,0.0
YBK Jaiswal,Rajasthan Royals,1608,1101,199,64,50,53,146.04904632152588,32.16,0.7338308457711443
YK Pathan,Kolkata Knight Riders,1893,1421,150,86,64,91,133.21604503870515,29.578125,0.589540412044374
YK Pathan,Rajasthan Royals,1029,655,90,63,35,42,157.09923664122138,29.4,0.717201166180758
YK Pathan,Sunrisers Hyderabad,300,258,23,12,12,20,116.27906976744187,25.0,0.5466666666666666
YS Chahal,Rajasthan Royals,5,8,0,0,1,1,62.5,5.0,0.0
YS Chahal,Royal Challengers Bangalore,32,81,0,0,5,16,39.50617283950617,6.4,0.0
YV Dhull,Delhi Capitals,16,23,1,0,3,3,69.56521739130434,5.333333333333333,0.25
YV Takawale,Mumbai Indians,88,91,9,2,3,5,96.7032967032967,29.333333333333332,0.5454545454545454
YV Takawale,Royal Challengers Bangalore,104,92,17,1,5,5,113.04347826086956,20.8,0.7115384615384616
Yash Dayal,Gujarat Titans,0,1,0,0,1,1,0.0,0.0,0.0
Yashpal Singh,Kolkata Knight Riders,47,67,5,0,4,4,70.1492537313433,11.75,0.425531914893617
Younis Khan,Rajasthan Royals,3,7,0,0,1,1,42.857142857142854,3.0,0.0
Yudhvir Singh,Lucknow Super Giants,22,16,1,2,4,4,137.5,5.5,0.7272727272727273
Yuvraj Singh,Delhi Daredevils,248,215,23,10,13,13,115.34883720930233,19.076923076923077,0.6129032258064516
Yuvraj Singh,Kings XI Punjab,963,788,76,51,41,48,122.20812182741116,23.48780487804878,0.6334371754932503
Yuvraj Singh,Mumbai Indians,98,83,7,6,4,4,118.07228915662651,24.5,0.6530612244897959
Yuvraj Singh,Pune Warriors,581,462,38,33,21,26,125.75757575757575,27.666666666666668,0.6024096385542169
Yuvraj Singh,Royal Challengers Bangalore,376,288,22,28,10,14,130.55555555555557,37.6,0.6808510638297872
Yuvraj Singh,Sunrisers Hyderabad,488,371,52,21,20,21,131.53638814016173,24.4,0.6844262295081968
Z Khan,Delhi Daredevils,10,26,1,0,3,5,38.46153846153847,3.3333333333333335,0.4
Z Khan,Mumbai Indians,40,31,3,2,4,9,129.03225806451613,10.0,0.6
Z Khan,Royal Challengers Bangalore,67,84,7,0,8,13,79.76190476190477,8.375,0.417910447761194
